place_id,名稱,地址,評分,評論數,經度,緯度,行政區
ChIJIRKDXqRybjQRKUiNgqVoTUs,阿蓮自製麵,822台灣高雄市阿蓮區中正路322號,4.1,304,120.3349586,22.8811241,高雄市 阿蓮區
ChIJy0U95Jx3bjQRMLJOjsvGN20,狂牛鍋物（阿蓮店）/個人平價火鍋/人氣鍋物/CP值火鍋/網美打卡火鍋,822台灣高雄市阿蓮區中山路39巷31號,4.5,481,120.3299506,22.8799884,高雄市 阿蓮區
ChIJJVzpj3VzbjQRijlJLGGTIAg,許媽媽廚房,822台灣高雄市阿蓮區民族路50號,4.4,9,120.3302262,22.8801745,高雄市 阿蓮區
ChIJUWcTeu1zbjQR6ZBKyTwdw2o,中路e餐飲,822台灣高雄市阿蓮區玄中路237號,5,4,120.2950435,22.8949422,高雄市 阿蓮區
ChIJX5mkXQBzbjQRhguExAMTF0o,原味正火雞肉飯,822台灣高雄市阿蓮區中山路39巷33號,4.8,4,120.3301084,22.8799941,高雄市 阿蓮區
ChIJAbFhXbpybjQR4Bs8QWIV-6M,好吃無名海產粥 肉燥飯,822台灣高雄市阿蓮區信義路7號,4.5,65,120.3284564,22.8798458,高雄市 阿蓮區
ChIJK_Dgk7pybjQRcvT3P1DT0II,快樂找餐,822台灣高雄市阿蓮區民族路32號,4.6,46,120.3302582,22.8797567,高雄市 阿蓮區
ChIJU0KpZrpybjQRjSjRrBhRuI4,丹純手工包子饅頭,822台灣高雄市阿蓮區中正路321號,4,374,120.334407,22.8808193,高雄市 阿蓮區
ChIJe1PQtrpybjQRr_Q3R_qO8B4,京典鮮魚湯-阿蓮店,822台灣高雄市阿蓮區忠孝路117號,3.7,304,120.3316019,22.8789873,高雄市 阿蓮區
ChIJ36TmwbJzbjQRvIoCgIOi4jI,鴨霸魚-砂鍋魚頭、砂鍋鴨,822台灣高雄市阿蓮區忠孝路325-2號,4.4,9,120.3253371,22.8783222,高雄市 阿蓮區
ChIJRRFGM1NzbjQRlts8fZmc_lc,夯肉燒烤,822台灣高雄市阿蓮區民族路81號,5,35,120.3299902,22.8811779,高雄市 阿蓮區
ChIJGczuKwBzbjQRctLRy2ukOA8,富之香 美食飯桌,822台灣高雄市阿蓮區中山路3號,4.7,13,120.3293154,22.8806704,高雄市 阿蓮區
ChIJqyuR4NVzbjQRggu_IhApzxU,日福健康餐,822台灣高雄市阿蓮區民族路10號,4.7,10,120.3302879,22.8793054,高雄市 阿蓮區
ChIJP6ew2mdtbjQR7aL9BdqH0as,阿蓮正宗雞蛋酥,822台灣高雄市阿蓮區峰山路335號,5,29,120.3475303,22.8796376,高雄市 阿蓮區
ChIJ0aJ3gIhzbjQRIskJXYMlNLs,魔豆娃娃遇見蔬食鹹酥G,822台灣高雄市阿蓮區中正路325號,4.6,50,120.3344072,22.8808192,高雄市 阿蓮區
ChIJA3_DobBybjQRvWGQ_ZrQTtc,逮丸山田拉麵丼飯屋,822台灣高雄市阿蓮區忠孝路215號,4.2,159,120.3292952,22.8788392,高雄市 阿蓮區
ChIJ0Xg5LgVzbjQRaKtGmeu2zbk,Her plus,822台灣高雄市阿蓮區民族路190號,5,8,120.33054,22.8827285,高雄市 阿蓮區
ChIJLwcIl-JsbjQRPj72gPC-mms,外明土雞料理,823台灣高雄市田寮區月球路43之1號,4.5,957,120.3905278,22.8857222,高雄市 田寮區
ChIJzdEjsV9sbjQRz1qcZy9g-tc,頭前園餐廳Front Garden View Restaurant,82349台灣高雄市田寮區崇德路9號,3.9,965,120.382553,22.87772,高雄市 田寮區
ChIJeyXR0eJsbjQRzhbY6WS1uw8,大群土雞料理,823台灣高雄市田寮區西德路68之1號,4.1,1737,120.3733744,22.8793612,高雄市 田寮區
ChIJ-yvaMR9tbjQRYv6deBQG3_c,金世界土雞城,823台灣高雄市田寮區崇德路1-3號,4.8,406,120.3847077,22.8794242,高雄市 田寮區
ChIJhdCkuOJsbjQRRdYKa_DkX7g,真好味土鷄園,823台灣高雄市田寮區月球路41-1號,4.2,233,120.3909163,22.8858582,高雄市 田寮區
ChIJgUMkkOJsbjQRQW2uvIOem98,見和土雞山莊,823台灣高雄市田寮區月球路45號,4.1,1106,120.3905059,22.8851744,高雄市 田寮區
ChIJex8LY5ESbjQR8KnsPmOKZgQ,包總廚森林餐廳,823台灣高雄市田寮區和興路12-10號,4.1,222,120.3607259,22.8325279,高雄市 田寮區
ChIJv6GivuJsbjQRYhn8SLHlFaU,家昌土雞園｜田寮美食｜月世界｜土雞料理｜高雄餐廳,823台灣高雄市田寮區月球路43號,4.4,163,120.3907556,22.8857731,高雄市 田寮區
ChIJZxUpWXNtbjQRIFoEfQGs2H0,田寮月世界美食金水舍泥火山豆花點心,823台灣高雄市田寮區月球路34-6號,4.8,71,120.3900095,22.8857868,高雄市 田寮區
ChIJqTQ7jKASbjQREmUd29iCgIY,雷達土雞城,823台灣高雄市田寮區崗安路100-14號,4.1,2222,120.3447712,22.8467379,高雄市 田寮區
ChIJDVsC5m1tbjQRP4LA1iBn2UU,紅磚厝土雞料理,82342台灣高雄市田寮區西德里西德路山腳巷1之5號,4.2,356,120.3751397,22.8803779,高雄市 田寮區
ChIJQcKkydYSbjQRy5hYwXRKSbY,月珠土雞城,823台灣高雄市田寮區平安路2-1號,4.7,107,120.3844442,22.8493171,高雄市 田寮區
ChIJ-UkhnaQSbjQRoSx6Sd0ecEc,礦區土雞城,823台灣高雄市田寮區新興路195-70號,4.1,734,120.352996,22.8466462,高雄市 田寮區
ChIJB6yfmOJsbjQRPUULd_fVmuc,月世界土雞城 ❘ 高雄美食 ❘ 月世界美食 ❘ 高雄土雞城 ❘ 高雄餐廳,823台灣高雄市田寮區崇德路1-5號,4.1,559,120.3860001,22.8790263,高雄市 田寮區
ChIJqWa5Wx1tbjQRzluS6OD31H0,月新土雞城,823台灣高雄市田寮區月球路36-4號,4.4,236,120.3891191,22.8867632,高雄市 田寮區
ChIJ1yPfzPxsbjQRqcMF2fWiyvM,小滾水土雞園,823台灣高雄市田寮區月球路24號,4.3,141,120.3933994,22.8865297,高雄市 田寮區
ChIJV5yRakVtbjQREn-w90ZCqsM,雷達壹品土雞城 / 胡椒豬肚雞 / 桶仔雞 / 夕陽 / 夜景,823台灣高雄市田寮區崗安路100-13號,4.2,1825,120.3451271,22.8471299,高雄市 田寮區
ChIJ4cWIxuJsbjQRnjMwyyXgUF0,開基祖土雞莊,823台灣高雄市田寮區月球路25號,4.3,129,120.3914765,22.8860571,高雄市 田寮區
ChIJ4VgMBEVtbjQRDobIeZpbL_w,觀月園土雞城,82342台灣高雄市田寮區月球路30號,4.4,130,120.3911624,22.8863685,高雄市 田寮區
ChIJQ4a8ovtsbjQRartaexUwwuk,妙香亭土雞城,823台灣高雄市田寮區月球路36之3號,4,161,120.3886453,22.8854083,高雄市 田寮區
ChIJ8V_BjAFtbjQR9UsHkP9CINY,建來成土雞城,823台灣高雄市田寮區崇德里月球路39之1號,4.6,87,120.3910452,22.8858697,高雄市 田寮區
ChIJp3TGtvxsbjQRGrusX7AVYSo,日月香土雞城,823台灣高雄市田寮區月球路9號,4.2,172,120.3920552,22.8862709,高雄市 田寮區
ChIJx1mtwOJsbjQRY1Yft5UOPEs,遊樂園土雞莊,823台灣高雄市田寮區月球路39號,4.4,81,120.3911789,22.8858971,高雄市 田寮區
ChIJQ9WJnCJtbjQR7uhnGrva2i8,上好吃土雞城,82341台灣高雄市田寮區崇德路山頂巷30之2號,4.3,113,120.3807093,22.8816293,高雄市 田寮區
ChIJxQfuWh1tbjQRqOzJEC1lw0M,月世界山頂土雞城,823台灣高雄市田寮區月球路36之2號,3.8,640,120.3891656,22.886675,高雄市 田寮區
ChIJvYPYuiwTbjQREP6zYSFUXpY,祈願の千野村,823台灣高雄市田寮區七星路80之20號,4.9,79630,120.3955616,22.8152401,高雄市 田寮區
ChIJGVjSz-JsbjQRY0bCqSkLzZ4,興隆土雞城,823台灣高雄市田寮區月球路33號,4.6,178,120.391139,22.8858835,高雄市 田寮區
ChIJ67hwvuJsbjQRMExttdlIlB0,月世界月球土雞園,823台灣高雄市田寮區月球路34號1樓,3.7,661,120.3909881,22.886226,高雄市 田寮區
ChIJIx16WkdtbjQRnUS0M0dyz74,新永樂餐廳田寮店,823台灣高雄市田寮區西德路47-6號,3.8,1917,120.3661269,22.8753045,高雄市 田寮區
ChIJ7fiGtBhtbjQRZHQJ9H8pcJ8,雲月明土雞城,823台灣高雄市田寮區崇德路2-2號,3.9,361,120.3844679,22.8801999,高雄市 田寮區
ChIJf08Go-JsbjQRVLgxKHGn0iY,月世界泥岩美食 泥岩茶葉蛋＆泥岩冰淇淋,823台灣高雄市田寮區月球路34-6號,4.6,126,120.3899671,22.8857576,高雄市 田寮區
ChIJoQHhAUVtbjQRDO6Eqe9fgVQ,花季度假飯店覓堂,82344台灣高雄市田寮區崗北路111號,4.1,33,120.3576818,22.8750035,高雄市 田寮區
ChIJoVwDfwATbjQRBjKdcnGsDyM,文一農場,823台灣高雄市田寮區平安路39-20號,4.8,4,120.37054,22.83992,高雄市 田寮區
ChIJ3TRie6MSbjQRt5cONnII63k,密密雞地,823台灣高雄市田寮區新興路195號,4,5,120.3529966,22.8466479,高雄市 田寮區
ChIJnemIbSJtbjQRZlpXOPwtG4Q,鉑娜愛琴海居家BONAFIDES (高雄門市Kaohsiung),823台灣高雄市田寮區崇德路7號,3.8,130,120.3828928,22.8774072,高雄市 田寮區
ChIJt0bd1TJtbjQR6oQ3bkImacw,崗山頭老麵店,823台灣高雄市田寮區崗北路85號,4.6,14,120.3592965,22.872475,高雄市 田寮區
ChIJn0SAMuNsbjQR8DXc8B_NHSA,竹味芳燒酒雞,823台灣高雄市田寮區月球路23號,4.8,28,120.3915581,22.8860866,高雄市 田寮區
ChIJN1URaHobbjQR1ojLd7QIlUI,風森 KAZE MORI 居餐酒館屋 - 預約制,831台灣高雄市大寮區自立路57號,4.9,152,120.3902428,22.6328869,高雄市 田寮區
ChIJHXWZ56kUbjQRPIyW0t7-kjs,田寮山養生農場,823台灣高雄市田寮區崑山路2之12號,5,2,120.42958,22.8309313,高雄市 田寮區
ChIJSTXXpLwTbjQRCIVIBFzZCco,泥火山圓伯土雞城,824台灣高雄市燕巢區烏山巷200號,4.2,228,120.4075674,22.7968227,高雄市 田寮區
ChIJAzET_0RtbjQRt92fkmkFBXI,花季度假飯店 - 食堂,823台灣高雄市田寮區,3.7,67,120.3581502,22.8746018,高雄市 田寮區
ChIJ9W2f-boTbjQRGhAbLFqmIPA,中寮昊天宮主委咖啡賞月園,842047台灣高雄市旗山區中寮二路29號,5,4,120.4244986,22.8191464,高雄市 田寮區
ChIJOcD8cgATbjQRY60o3hJZ36c,鹹水溝,823台灣高雄市田寮區七星路74之3號,5,3,120.3965075,22.8362299,高雄市 田寮區
ChIJK2kx16cSbjQRC_hjXfdHLYg,大崗山私房早餐（素食可用）,823台灣高雄市田寮區,4.3,62,120.3451974,22.8527913,高雄市 田寮區
ChIJzYX9l-JsbjQR6HbOr5NFILc,好食土雞園/月世界/土雞餐廳老店/田寮土雞餐廳,823台灣高雄市田寮區月球路43之2號,4.5,322,120.3905721,22.8856897,高雄市 田寮區
ChIJ3VgHviJtbjQR3kEDhmY-MzY,日曬麵 丁,82341台灣高雄市田寮區興德巷4號,4,9,120.3795461,22.8776681,高雄市 田寮區
ChIJDfLyXzNtbjQRrv-bqv5YqyM,田寮土鷄莊甕仔雞,823台灣高雄市田寮區西德路山腳巷1-6號,4.6,24,120.3769318,22.8810428,高雄市 田寮區
ChIJ_X7EmeNsbjQRD4EBwC-Scn4,月世界泥火山,823台灣高雄市田寮區崇德里,3.9,552,120.3867493,22.8898868,高雄市 田寮區
ChIJAzugnacSbjQR4CkH9sVmrHs,天靈洞杏仁茶早餐店,台灣高雄市Unnamed Road,4.1,58,120.3444592,22.8511979,高雄市 田寮區
ChIJhz4wwRxtbjQRDSoj13W2Pto,田寮月世界地景公園,823台灣高雄市田寮區月球路34號,4.4,932,120.3865736,22.8891319,高雄市 田寮區
ChIJCet15pBtbjQRcH7AJrYXKOQ,兩丿臭豆腐/大腸豬血湯,823台灣高雄市田寮區崗安路108號,,,120.3567692,22.8743079,高雄市 田寮區
ChIJnSFmRPhsbjQRkCfT90YY9gY,古亭和泰鮮筍包,823台灣高雄市田寮區古亭路42號,4.1,14,120.3992333,22.8941978,高雄市 田寮區
ChIJKUNWYjdpBxQRWI4mbDn5M-s,崇德早餐店,82341台灣高雄市田寮區崇德路91號,4.5,8,120.3800245,22.8781875,高雄市 田寮區
ChIJD448lxMSbjQRS5WcypaRSpM,燕巢風味外省麵 [古早味麵食] 牛肉麵｜麻醬麵｜各式滷味｜必吃美食｜高雄燕巢,824台灣高雄市燕巢區中民路674號,4.2,1268,120.3597695,22.7933938,高雄市 燕巢區
ChIJ_SwbXF0SbjQRfzOaeHjJE0g,水庫沒關,824台灣高雄市燕巢區尖山里紅山巷140-1號,4.3,718,120.3669438,22.8071176,高雄市 燕巢區
ChIJ-fJ5FG4FbjQRm1IxA8y-LQk,深水食堂,824台灣高雄市燕巢區橫山路88-1號,4.5,256,120.3748397,22.7649841,高雄市 燕巢區
ChIJaXyR_xQSbjQRkYOUw7kVfV4,銀河美食,824台灣高雄市燕巢區中民路526之3號,4.4,513,120.3635871,22.7934934,高雄市 燕巢區
ChIJx_Wfv1sSbjQRo8LjC40m_-k,北辰鐵馬驛站,824台灣高雄市燕巢區大埔巷11號,4.5,116,120.3731552,22.8088194,高雄市 燕巢區
ChIJJeso1fIRbjQRYtfDg-Wfnek,覓境咖啡屋,824台灣高雄市燕巢區義大路65號,4.5,173,120.3667545,22.7657368,高雄市 燕巢區
ChIJh_spZ_oNbjQRsvWAqC6XLWo,小木屋食堂,824台灣高雄市燕巢區瓊招路71號,4.9,40,120.3296595,22.7970198,高雄市 燕巢區
ChIJNU-XE8cRbjQRC-dQKge2G6M,茶攤,824台灣高雄市燕巢區大山巷,4.7,91,120.3772169,22.7643574,高雄市 燕巢區
ChIJHQOi1RwTbjQRJmcDPsPfNV8,瀬戸ないかい日式料理店,824台灣高雄市燕巢區中民路676號,4.5,342,120.3595995,22.7933809,高雄市 燕巢區
ChIJzfK_tcIRbjQRsnDzoeNPKdA,幸福餐點,824台灣高雄市燕巢區鳳旗路177號,4.5,125,120.355389,22.7536438,高雄市 燕巢區
ChIJSa7RHagTbjQRJ5kewxbOPxc,雞冠山土雞城,824台灣高雄市燕巢區麒麟巷10號,4.2,235,120.4012805,22.8100053,高雄市 燕巢區
ChIJFzankRMSbjQRZFvxECUq3vM,老二當歸鴨,824台灣高雄市燕巢區中民路668號,4.3,384,120.3599106,22.7934146,高雄市 燕巢區
ChIJDaS7yRATbjQR4u2HiMhgXfw,燕窩餐廳A區,824台灣高雄市燕巢區深中路62號,4.2,6,120.4075986,22.7906759,高雄市 燕巢區
ChIJQd8w4XwTbjQRKVTJnHw_lg0,屋台拉麵,824台灣高雄市燕巢區中民路632號,4.7,248,120.3609867,22.7934815,高雄市 燕巢區
ChIJe8uizBMSbjQRtI47s5p2T9I,新方海產店,824台灣高雄市燕巢區中民路746號,4.1,94,120.3582109,22.7931813,高雄市 燕巢區
ChIJaeJeexQSbjQRaxqe8SHnlSg,美雅海鮮店,824台灣高雄市燕巢區中民路610號,3.8,134,120.3615524,22.7933826,高雄市 燕巢區
ChIJBWhFaY8RbjQR2gEXB6e1RpE,湖邊咖啡簡餐休閒廣場,824台灣高雄市燕巢區大山巷1-2號,4.2,182,120.3772066,22.7645415,高雄市 燕巢區
ChIJiyg_LwATbjQRlo4J_RPEJK8,焰巢平價鐵板燒,824台灣高雄市燕巢區中西路18之9號18之8號,4.6,155,120.3592898,22.7922729,高雄市 燕巢區
ChIJ8xC-9dATbjQRdTXKev-7Xao,阿莊美食,824台灣高雄市燕巢區深中路69之3號,4.1,96,120.3982827,22.7721202,高雄市 燕巢區
ChIJA65oZRQSbjQRrJsv3kTYk9M,丹丹漢堡 燕巢店,824台灣高雄市燕巢區中民路591號,4.2,2702,120.3618693,22.7931209,高雄市 燕巢區
ChIJRY6HMAYRbjQR9_hyekYhWdM,遊子廚房,824台灣高雄市燕巢區橫山路55-2號,4.7,77,120.3763185,22.7655577,高雄市 燕巢區
ChIJy7Is2BMRbjQRCwUFdsFMB90,轉角小吃現炒會客菜,824台灣高雄市燕巢區橫山路55-2號,4.4,30,120.3763185,22.7655577,高雄市 燕巢區
ChIJT5-nes4TbjQR4nj0olDq3fw,濰克早午餐 燕巢店,824台灣高雄市燕巢區中西路72號,4.5,255,120.3588301,22.7942567,高雄市 燕巢區
ChIJga6b19YTbjQRReO_7q3wmgw,豫園上海湯包,824台灣高雄市燕巢區,4.4,117,120.3981619,22.7721987,高雄市 燕巢區
ChIJB0D6exQSbjQR79Ffo_E9CEU,新燕松餐廳,824台灣高雄市燕巢區中民路622號,3.9,39,120.3613934,22.7933821,高雄市 燕巢區
ChIJI039OBESbjQRh-FWcQwo0sY,柯仔鮮魚湯中西店,824台灣高雄市燕巢區中西路2之11號,4.2,278,120.3599334,22.7899374,高雄市 燕巢區
ChIJDRXCOhESbjQRmynyd-3rmTQ,鳳姨美味坊,824台灣高雄市燕巢區中西路2-11號,3.9,75,120.3600228,22.7895987,高雄市 燕巢區
ChIJxSMlfpYRbjQRus4zbq9G0hE,威森廚房早午餐（義醫店）,824台灣高雄市燕巢區義大路21號,4.3,51,120.3654207,22.7660505,高雄市 燕巢區
ChIJwV3S4Y4RbjQRUCDFwUcoW6U,品香,824台灣高雄市燕巢區橫山路82號,4.4,84,120.3752729,22.7652703,高雄市 燕巢區
ChIJ3fP_R1MTbjQRakeskwLBq7Q,丼選,824台灣高雄市燕巢區深中路62號,4.3,4,120.404766,22.7865275,高雄市 燕巢區
ChIJkeGScRUSbjQRp_lnTYNd30c,古早味舊菜市場麵攤,824台灣高雄市燕巢區中民路417號,4,94,120.365621,22.7935944,高雄市 燕巢區
ChIJ2RAzbscTbjQREosNnEb_ikM,歸燕食巢,824台灣高雄市燕巢區深中路62號,3.5,71,120.4048525,22.786657,高雄市 燕巢區
ChIJZd14iBMSbjQR4PoUhowpiAo,燕巢手工湯包,824台灣高雄市燕巢區中民路644號,4.8,45,120.3606311,22.7934216,高雄市 燕巢區
ChIJ9W44MhYTbjQRy4yQjKleees,手的包子,824台灣高雄市燕巢區中西路69號,4.1,60,120.3589461,22.7928671,高雄市 燕巢區
ChIJj1Ga5hYSbjQROeHJQbKKbZM,無名小吃店,824台灣高雄市燕巢區中興路186號,4,56,120.3624221,22.7887824,高雄市 燕巢區
ChIJOVi277oTbjQRhh2-vfWczo4,虹億簡餐,824台灣高雄市燕巢區深水里深中路69-6號,4.5,8,120.3981216,22.7721354,高雄市 燕巢區
ChIJQfagXhQSbjQRL4S56ec1deU,許家肉焿,824台灣高雄市燕巢區中民路576號,4.2,87,120.3626119,22.7933535,高雄市 燕巢區
ChIJFT82AN0RbjQRkJAGeHUghSg,小稻子,824台灣高雄市燕巢區橫山路82號,4.1,35,120.375273,22.7652703,高雄市 燕巢區
ChIJJ1NVXwATbjQRJP8DB_FNhco,真香鍋燒麵,824台灣高雄市燕巢區中民路902-5號,5,5,120.3544183,22.7926118,高雄市 燕巢區
ChIJsxKjvxMSbjQRvd8rIAsE_UE,同記肉圓米糕,824台灣高雄市燕巢區中民路663-6號,4,175,120.3591214,22.7930918,高雄市 燕巢區
ChIJga1zLiYTbjQREDbAUKbRvoY,深水土包子,824台灣高雄市燕巢區深興路200號,4.8,23,120.3874634,22.7715371,高雄市 燕巢區
ChIJT6dJW0oRbjQRlZ3P7jNFdiA,燕妮商行,824台灣高雄市燕巢區鳳旗路225號,4.6,11,120.3548052,22.7529081,高雄市 燕巢區
ChIJ8eZZwRMSbjQRghSZoecufQI,柯仔鮮魚湯中民店,824台灣高雄市燕巢區中民路663-9號,4.4,54,120.3591772,22.7927284,高雄市 燕巢區
ChIJ6RIQ9-0RbjQRG9TQ7mRekIo,皇港茶餐廳,824台灣高雄市燕巢區義大路21號一樓,2.6,92,120.3649054,22.7657593,高雄市 燕巢區
ChIJAVYWhhQSbjQR3j69WBIWm8Q,得師傅麵食館,824台灣高雄市燕巢區中興北路28號,4.3,170,120.3615296,22.7940111,高雄市 燕巢區
ChIJk7mB2CoSbjQRh83XUX6fD0g,早點,824台灣高雄市燕巢區深水里深興路106號,4.8,281,120.389445,22.7723864,高雄市 燕巢區
ChIJ86TBdlQRbjQRtNPBtuIRJrc,阿明鱸魚湯,824台灣高雄市燕巢區鳳澄路2號,3.9,63,120.3635336,22.7593247,高雄市 燕巢區
ChIJ__9PkRQSbjQR873yo0gXNMc,阿鸞台越美食,824台灣高雄市燕巢區中南路1之18號,4.1,148,120.3645034,22.792084,高雄市 燕巢區
ChIJsV1J3HURbjQR4zR0-n7kpH4,Soul ER 心靈急診室/精品咖啡館,824台灣高雄市燕巢區義大路21號B1美食街義大癌治療醫院,5,5,120.3654197,22.7660453,高雄市 燕巢區
ChIJlex4VmsSbjQRxAOzaUGUblY,馬汗蒙古烤肉,824台灣高雄市燕巢區中興北路47號,4.1,240,120.3615572,22.7944527,高雄市 燕巢區
ChIJh8EWIAATbjQRkAol_-vg9q4,品牛牛腩湯牛肉羹 燕巢美食,824台灣高雄市燕巢區中華路357號,4.7,38,120.3634817,22.7949923,高雄市 燕巢區
ChIJI0BVmxQSbjQRdauLy8e4cC4,老馮麵店,824台灣高雄市燕巢區中西路70巷90號,4.2,84,120.3609515,22.7945839,高雄市 燕巢區
ChIJcwHlyEoTbjQROpswbG_9Rh4,旺福鍋燒麵專賣店,824台灣高雄市燕巢區中西路18-13號,4.4,34,120.3593987,22.7921523,高雄市 燕巢區
ChIJ8e1JkhQSbjQRBvY9XsPXR4g,品味便當,824台灣高雄市燕巢區中北路165號,4.2,113,120.3619895,22.7945954,高雄市 燕巢區
ChIJhW-1b2ITbjQRZBpcP27jRKg,復鶯食堂（燕巢）,824台灣高雄市燕巢區中華路421-1號1樓,5,2,120.3615804,22.7946267,高雄市 燕巢區
ChIJx7ccYbgTbjQR5DggziSyo-Y,來伊ㄚ麵の屋,824台灣高雄市燕巢區深興路54-1號,4.4,65,120.3922652,22.7726653,高雄市 燕巢區
ChIJLXR0VhQSbjQREqPzuuEbdng,燕巢廟口大腸香腸,824台灣高雄市燕巢區中民路548號,4.2,104,120.3632032,22.7934493,高雄市 燕巢區
ChIJDyvBYZYPbjQRX2pCGXZP3zs,閒情逸致港式美食咖啡餐廳,825台灣高雄市橋頭區橋新三路511號,4.8,383,120.3052665,22.7405195,高雄市 橋頭區
ChIJJU6gD4IPbjQRKlcxoISqutk,鹿見。有餘（高雄必吃特色餐廳／橋頭糖廠附近美食／橋頭老街早午餐下午茶／高雄網紅打卡景點）,825台灣高雄市橋頭區球場路3巷5號,4.5,74,120.3159485,22.7540882,高雄市 橋頭區
ChIJq1hxcUUObjQR6w3xsh2KLdY,橋頭當歸鴨,825台灣高雄市橋頭區仕隆路15號,4.6,834,120.3113343,22.7544168,高雄市 橋頭區
ChIJLXrpOiUPbjQRYoFGfG11LJA,𝐒𝐈𝐈𝐍 𝐙𝐞𝐮 晨照餐廳-橋頭,825台灣高雄市橋頭區橋頭路45號,5,175,120.310319,22.7590679,高雄市 橋頭區
ChIJ25b7YTwPbjQRHodC6X9gz1U,香江港式菠蘿茶飲（橋頭店）,825台灣高雄市橋頭區橋南路41號,4.7,248,120.3117105,22.7561235,高雄市 橋頭區
ChIJXaZxs2sPbjQRnQIX8wXrcCQ,吾味,825台灣高雄市橋頭區新興路39號,4.7,82,120.3085204,22.7592737,高雄市 橋頭區
ChIJR3l9UQAPbjQRmXMN2yEjPQo,蝦咘蝦咘Shabu-楠梓橋頭熱門鍋物|人氣鍋物|橋頭火鍋|海鮮火鍋|必吃火鍋|橋頭在地推薦火鍋|橋頭麻辣火鍋|橋頭美食,825台灣高雄市橋頭區隆豐路126號,4.8,1140,120.305586,22.7556211,高雄市 橋頭區
ChIJsURFyMUPbjQRVmkMgFFqRso,橋頭蒸餃,825台灣高雄市橋頭區隆豐路250號,4.5,266,120.3075097,22.7532846,高雄市 橋頭區
ChIJoQTFgloObjQRNcp3EVZlEPs,小王子廚房,825台灣高雄市橋頭區隆豐路159號,4.3,178,120.3067682,22.7545049,高雄市 橋頭區
ChIJpWiYsv4PbjQRTWBzhTyVPzY,牛佳香,825台灣高雄市橋頭區隆豐路287之2號,4.8,32,120.3088441,22.7519919,高雄市 橋頭區
ChIJXeqGHp8PbjQRffCHett3f5g,甄愛御廚坊,825台灣高雄市橋頭區,4.5,94,120.3148755,22.755679,高雄市 橋頭區
ChIJZcxvlFsObjQRKJcNGBJPZxU,和楓牛奶堂,825台灣高雄市橋頭區樹德路66號,4.6,480,120.3048104,22.7604606,高雄市 橋頭區
ChIJnWeOwqsPbjQRVNKncwMYfVc,醴堂-橋頭美食調酒,825台灣高雄市橋頭區興糖路二巷7號,5,28,120.3159865,22.7534223,高雄市 橋頭區
ChIJ4ROzl_0PbjQRJiOV0TrF6SM,FUN SPACE～放空藝術空間. DIANA手做銀飾.,825台灣高雄市橋頭區興糖路3號巷1號,4.5,174,120.3154156,22.752888,高雄市 橋頭區
ChIJ5b7sWm0PbjQRmzoCe82biGA,超吉飯桶-橋頭成功店,825台灣高雄市橋頭區成功南路41號,4.8,171,120.3113506,22.7547802,高雄市 橋頭區
ChIJNxx7pRcPbjQR-3aMeuBrhMI,禾豐美食,825台灣高雄市橋頭區樹德路50號,4.5,49,120.3048727,22.7599683,高雄市 橋頭區
ChIJt4byYgAPbjQRtHu9Jb5qPWg,佳饌食記,825台灣高雄市橋頭區隆豐路14號,5,5,120.3049095,22.7581314,高雄市 橋頭區
ChIJLzNM2K0PbjQRvYz6vexmsus,馬祖奶茶橋頭隆豐店-橋頭特色茶飲|必喝飲料|熱門飲料|平價飲品|人氣飲料|在地推薦飲料,825台灣高雄市橋頭區隆豐路241號1樓,5,239,120.3079604,22.7531599,高雄市 橋頭區
ChIJG3z6YfQFbjQRE1X6FfGKI_I,好客餐廳,825台灣高雄市橋頭區興糖路13號,3.6,81,120.3151854,22.7536684,高雄市 橋頭區
ChIJiwolYloObjQR5QONKBGlqCY,赤湘南 橋頭店,825台灣高雄市橋頭區隆豐路123號對面-貨櫃屋,4.4,376,120.3057969,22.7554535,高雄市 橋頭區
ChIJUV4nS0QPbjQRxyWNUxswoAw,真實BAKERY日式生吐司-橋頭總店,825台灣高雄市橋頭區建樹路51號,4.9,1592,120.3038403,22.7598551,高雄市 橋頭區
ChIJq0pNCj0PbjQR_-gofWAoczw,滿口福手工小籠湯包,825台灣高雄市橋頭區隆豐路287-1號,4.8,12,120.3087404,22.7519098,高雄市 橋頭區
ChIJIyd5sqcPbjQRRlu7-y0Rfvg,高雄橋頭糖廠～古仔灯（小卷米粉）,"古仔, 灯小卷米粉, No. 24號糖廠路橋頭區高雄市台灣 825",5,5,120.3143147,22.7557452,高雄市 橋頭區
ChIJt4bqfk0PbjQRPUjLkv26jo4,御天然綠豆湯橋頭店,825台灣高雄市橋頭區隆豐路181號,4.7,418,120.3070722,22.7543072,高雄市 橋頭區
ChIJB0fCkUUObjQRKSoFMziNpgE,橋仔頭黃家肉燥飯總店,825台灣高雄市橋頭區橋南路106號,4.1,2412,120.3122197,22.754691,高雄市 橋頭區
ChIJnyFppgwPbjQR9b--VcrpOPk,吉照故里茶道院 (橋頭廠長宿舍),825台灣高雄市橋頭區糖廠路廠區1巷2號,4.5,582,120.314817,22.7552,高雄市 橋頭區
ChIJT8I_UzgPbjQRJjLxNn7GVwc,豪記鮮魚湯,825台灣高雄市橋頭區隆豐路161號,4.6,56,120.3067109,22.7545856,高雄市 橋頭區
